__time,/fmu/in/landing_target_pose/abs_pos_valid,/fmu/in/landing_target_pose/cov_vx_rel,/fmu/in/landing_target_pose/cov_vy_rel,/fmu/in/landing_target_pose/cov_x_rel,/fmu/in/landing_target_pose/cov_y_rel,/fmu/in/landing_target_pose/is_static,/fmu/in/landing_target_pose/rel_pos_valid,/fmu/in/landing_target_pose/rel_vel_valid,/fmu/in/landing_target_pose/timestamp,/fmu/in/landing_target_pose/vx_rel,/fmu/in/landing_target_pose/vy_rel,/fmu/in/landing_target_pose/x_abs,/fmu/in/landing_target_pose/x_rel,/fmu/in/landing_target_pose/y_abs,/fmu/in/landing_target_pose/y_rel,/fmu/in/landing_target_pose/z_abs,/fmu/in/landing_target_pose/z_rel
1781337284.606994,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337284606588.000000000,0.000000000,0.000000000,0.000000000,-0.000733745,0.000000000,0.015985902,0.000000000,0.313080221
1781337284.770888,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337284770523.000000000,0.000000000,0.000000000,0.000000000,-0.001282804,0.000000000,0.015589316,0.000000000,0.313141584
1781337284.935325,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337284934902.000000000,0.000000000,0.000000000,0.000000000,-0.001404538,0.000000000,0.015182458,0.000000000,0.313157439
1781337285.097301,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337285096855.000000000,0.000000000,0.000000000,0.000000000,-0.001560231,0.000000000,0.015021963,0.000000000,0.313539445
1781337285.253412,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337285252958.000000000,0.000000000,0.000000000,0.000000000,-0.001717323,0.000000000,0.015543615,0.000000000,0.313381523
1781337285.417672,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337285417165.000000000,0.000000000,0.000000000,0.000000000,-0.001940434,0.000000000,0.015384994,0.000000000,0.313191235
1781337285.580426,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337285579963.000000000,0.000000000,0.000000000,0.000000000,-0.002289604,0.000000000,0.015230593,0.000000000,0.312705100
1781337285.741606,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337285741233.000000000,0.000000000,0.000000000,0.000000000,-0.002276412,0.000000000,0.015283206,0.000000000,0.312797844
1781337285.891634,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337285891256.000000000,0.000000000,0.000000000,0.000000000,-0.001913676,0.000000000,0.015073217,0.000000000,0.312533498
1781337286.069004,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337286068616.000000000,0.000000000,0.000000000,0.000000000,-0.001604380,0.000000000,0.015419958,0.000000000,0.312706560
1781337286.214166,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337286213681.000000000,0.000000000,0.000000000,0.000000000,-0.001757896,0.000000000,0.016625447,0.000000000,0.312232852
1781337286.371739,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337286371351.000000000,0.000000000,0.000000000,0.000000000,-0.000565152,0.000000000,0.017082784,0.000000000,0.312232405
1781337286.534758,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337286534308.000000000,0.000000000,0.000000000,0.000000000,0.000580491,0.000000000,0.017153731,0.000000000,0.311600804
1781337286.690933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337286690498.000000000,0.000000000,0.000000000,0.000000000,0.002332536,0.000000000,0.018123906,0.000000000,0.311998069
1781337286.855020,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337286854602.000000000,0.000000000,0.000000000,0.000000000,0.003357802,0.000000000,0.016969929,0.000000000,0.313111305
1781337287.009144,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337287008192.000000000,0.000000000,0.000000000,0.000000000,0.005326790,0.000000000,0.015618843,0.000000000,0.313131601
1781337287.167964,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337287167431.000000000,0.000000000,0.000000000,0.000000000,0.006614547,0.000000000,0.013876844,0.000000000,0.314644337
1781337287.328463,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337287328034.000000000,0.000000000,0.000000000,0.000000000,0.008257766,0.000000000,0.012645829,0.000000000,0.316258609
1781337287.496418,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337287495693.000000000,0.000000000,0.000000000,0.000000000,0.009965400,0.000000000,0.010021099,0.000000000,0.318431586
1781337287.651458,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337287650966.000000000,0.000000000,0.000000000,0.000000000,0.010831753,0.000000000,0.008509471,0.000000000,0.318759978
1781337287.809455,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337287808963.000000000,0.000000000,0.000000000,0.000000000,0.011035999,0.000000000,0.007956984,0.000000000,0.319220513
1781337287.969978,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337287969537.000000000,0.000000000,0.000000000,0.000000000,0.012427121,0.000000000,0.006848753,0.000000000,0.319441319
1781337288.127494,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337288127052.000000000,0.000000000,0.000000000,0.000000000,0.011278252,0.000000000,0.006948424,0.000000000,0.319632024
1781337288.295302,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337288294849.000000000,0.000000000,0.000000000,0.000000000,0.012206877,0.000000000,0.007295961,0.000000000,0.319553643
1781337288.443922,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337288443392.000000000,0.000000000,0.000000000,0.000000000,0.011951616,0.000000000,0.007292368,0.000000000,0.320079833
1781337288.606833,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337288606193.000000000,0.000000000,0.000000000,0.000000000,0.012431999,0.000000000,0.007579802,0.000000000,0.320499629
1781337288.763801,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337288763309.000000000,0.000000000,0.000000000,0.000000000,0.013301499,0.000000000,0.007307959,0.000000000,0.320663065
1781337288.925918,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337288925424.000000000,0.000000000,0.000000000,0.000000000,0.014879376,0.000000000,0.006785375,0.000000000,0.320761740
1781337289.101913,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337289101439.000000000,0.000000000,0.000000000,0.000000000,0.015690947,0.000000000,0.006625782,0.000000000,0.320514798
1781337290.521094,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337290520663.000000000,0.000000000,0.000000000,0.000000000,0.015130451,0.000000000,0.006708927,0.000000000,0.320321620
1781337290.558491,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337290558083.000000000,0.000000000,0.000000000,0.000000000,0.013792994,0.000000000,0.005256919,0.000000000,0.320529997
1781337290.588943,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337290588458.000000000,0.000000000,0.000000000,0.000000000,0.010814474,0.000000000,0.004083573,0.000000000,0.320894897
1781337290.636603,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337290636186.000000000,0.000000000,0.000000000,0.000000000,0.009959592,0.000000000,0.003408935,0.000000000,0.320657164
1781337290.687537,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337290687152.000000000,0.000000000,0.000000000,0.000000000,0.006552255,0.000000000,0.002247843,0.000000000,0.322728306
1781337290.738946,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337290738496.000000000,0.000000000,0.000000000,0.000000000,0.004853598,0.000000000,0.001998499,0.000000000,0.323652804
1781337290.772341,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337290771895.000000000,0.000000000,0.000000000,0.000000000,0.003110641,0.000000000,0.001798688,0.000000000,0.323095441
1781337290.807616,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337290807172.000000000,0.000000000,0.000000000,0.000000000,0.002777247,0.000000000,0.000908499,0.000000000,0.323088795
1781337290.836660,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337290836206.000000000,0.000000000,0.000000000,0.000000000,0.001671398,0.000000000,0.000028264,0.000000000,0.323078483
1781337291.719104,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337291718655.000000000,0.000000000,0.000000000,0.000000000,0.002109618,0.000000000,-0.000299362,0.000000000,0.323205739
1781337291.764573,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337291760395.000000000,0.000000000,0.000000000,0.000000000,0.001246391,0.000000000,-0.000925972,0.000000000,0.322630793
1781337291.797267,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337291796757.000000000,0.000000000,0.000000000,0.000000000,0.001047755,0.000000000,-0.000775090,0.000000000,0.323197633
1781337291.828495,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337291827956.000000000,0.000000000,0.000000000,0.000000000,0.000928073,0.000000000,-0.000998542,0.000000000,0.323135197
1781337291.861656,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337291861195.000000000,0.000000000,0.000000000,0.000000000,0.001651793,0.000000000,-0.000156418,0.000000000,0.322763413
1781337291.894230,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337291893848.000000000,0.000000000,0.000000000,0.000000000,0.001994068,0.000000000,0.000345001,0.000000000,0.322912186
1781337291.928541,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337291927838.000000000,0.000000000,0.000000000,0.000000000,0.002287993,0.000000000,0.000646808,0.000000000,0.323012978
1781337293.239558,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293239099.000000000,0.000000000,0.000000000,0.000000000,0.002802618,0.000000000,0.000625389,0.000000000,0.322337210
1781337293.274418,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293273987.000000000,0.000000000,0.000000000,0.000000000,0.002332789,0.000000000,0.001237778,0.000000000,0.322924525
1781337293.308773,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293308355.000000000,0.000000000,0.000000000,0.000000000,0.003296776,0.000000000,0.001067176,0.000000000,0.322334945
1781337293.336543,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293336165.000000000,0.000000000,0.000000000,0.000000000,0.003425300,0.000000000,0.001288890,0.000000000,0.322390616
1781337293.365224,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293364845.000000000,0.000000000,0.000000000,0.000000000,0.003620964,0.000000000,0.001751746,0.000000000,0.321769357
1781337293.393286,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293392920.000000000,0.000000000,0.000000000,0.000000000,0.003420295,0.000000000,0.001862140,0.000000000,0.322209775
1781337293.422762,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293422034.000000000,0.000000000,0.000000000,0.000000000,0.003310926,0.000000000,0.001689695,0.000000000,0.322670013
1781337293.449915,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293448908.000000000,0.000000000,0.000000000,0.000000000,0.003128835,0.000000000,0.001559637,0.000000000,0.322108746
1781337293.477862,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293477467.000000000,0.000000000,0.000000000,0.000000000,0.003128835,0.000000000,0.001559637,0.000000000,0.322108746
1781337293.504446,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293504044.000000000,0.000000000,0.000000000,0.000000000,0.003002972,0.000000000,0.001820587,0.000000000,0.322564393
1781337293.536596,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293536201.000000000,0.000000000,0.000000000,0.000000000,0.003241220,0.000000000,0.001779840,0.000000000,0.321786493
1781337293.564414,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293563961.000000000,0.000000000,0.000000000,0.000000000,0.002960708,0.000000000,0.002092954,0.000000000,0.321994364
1781337293.699873,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293699463.000000000,0.000000000,0.000000000,0.000000000,0.003730501,0.000000000,0.002046523,0.000000000,0.321848691
1781337293.864775,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337293864355.000000000,0.000000000,0.000000000,0.000000000,0.003128835,0.000000000,0.001559637,0.000000000,0.322108746
1781337294.714423,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337294713963.000000000,0.000000000,0.000000000,0.000000000,0.002944993,0.000000000,0.001429257,0.000000000,0.321539998
1781337294.748167,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337294747726.000000000,0.000000000,0.000000000,0.000000000,0.002694576,0.000000000,0.001071624,0.000000000,0.322742909
1781337294.779649,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337294779213.000000000,0.000000000,0.000000000,0.000000000,0.002895423,0.000000000,0.000916634,0.000000000,0.322171092
1781337294.810393,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337294809977.000000000,0.000000000,0.000000000,0.000000000,0.002668920,0.000000000,0.001308115,0.000000000,0.323359400
1781337294.838139,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337294837770.000000000,0.000000000,0.000000000,0.000000000,0.002668920,0.000000000,0.001308115,0.000000000,0.323359400
1781337296.265930,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296265496.000000000,0.000000000,0.000000000,0.000000000,0.003032832,0.000000000,0.001102065,0.000000000,0.323020816
1781337296.296753,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296296315.000000000,0.000000000,0.000000000,0.000000000,0.002562389,0.000000000,0.001909666,0.000000000,0.323004752
1781337296.324302,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296323858.000000000,0.000000000,0.000000000,0.000000000,0.003466620,0.000000000,0.002259211,0.000000000,0.322466850
1781337296.352207,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296351801.000000000,0.000000000,0.000000000,0.000000000,0.003431281,0.000000000,0.002729338,0.000000000,0.322470695
1781337296.379010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296378594.000000000,0.000000000,0.000000000,0.000000000,0.003454847,0.000000000,0.002493185,0.000000000,0.321868896
1781337296.406102,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296405246.000000000,0.000000000,0.000000000,0.000000000,0.002827387,0.000000000,0.003347872,0.000000000,0.321213543
1781337296.433764,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296433280.000000000,0.000000000,0.000000000,0.000000000,0.002809192,0.000000000,0.003586419,0.000000000,0.321813881
1781337296.463602,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296463136.000000000,0.000000000,0.000000000,0.000000000,0.003247224,0.000000000,0.003538547,0.000000000,0.321526974
1781337296.498478,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296498089.000000000,0.000000000,0.000000000,0.000000000,0.002958779,0.000000000,0.003190158,0.000000000,0.321253687
1781337296.530775,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296530351.000000000,0.000000000,0.000000000,0.000000000,0.003167515,0.000000000,0.003427973,0.000000000,0.321638376
1781337296.564243,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296563842.000000000,0.000000000,0.000000000,0.000000000,0.003247224,0.000000000,0.003538547,0.000000000,0.321526974
1781337296.591081,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296590698.000000000,0.000000000,0.000000000,0.000000000,0.003892681,0.000000000,0.003646130,0.000000000,0.321296513
1781337296.730131,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296729751.000000000,0.000000000,0.000000000,0.000000000,0.003980559,0.000000000,0.003269357,0.000000000,0.321044356
1781337296.893125,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337296892676.000000000,0.000000000,0.000000000,0.000000000,0.004210286,0.000000000,0.003291587,0.000000000,0.321027189
1781337297.057935,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337297057371.000000000,0.000000000,0.000000000,0.000000000,0.003674230,0.000000000,0.003206577,0.000000000,0.321927667
1781337297.217078,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337297216714.000000000,0.000000000,0.000000000,0.000000000,0.003581220,0.000000000,0.002911805,0.000000000,0.322093248
1781337297.385826,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337297385366.000000000,0.000000000,0.000000000,0.000000000,0.003624824,0.000000000,0.002807119,0.000000000,0.321281731
1781337297.544152,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337297543592.000000000,0.000000000,0.000000000,0.000000000,0.003888815,0.000000000,0.002535628,0.000000000,0.321209788
1781337297.697698,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337297697256.000000000,0.000000000,0.000000000,0.000000000,0.003058518,0.000000000,0.002589358,0.000000000,0.322007835
1781337297.857071,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337297856680.000000000,0.000000000,0.000000000,0.000000000,0.003145624,0.000000000,0.003049485,0.000000000,0.322688401
1781337298.015856,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337298015436.000000000,0.000000000,0.000000000,0.000000000,0.003362671,0.000000000,0.002658539,0.000000000,0.322725266
1781337298.175782,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337298174943.000000000,0.000000000,0.000000000,0.000000000,0.003715912,0.000000000,0.002691972,0.000000000,0.321781516
1781337298.333963,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337298333346.000000000,0.000000000,0.000000000,0.000000000,0.004003344,0.000000000,0.002948425,0.000000000,0.320531666
1781337298.496199,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337298495498.000000000,0.000000000,0.000000000,0.000000000,0.004259025,0.000000000,0.002652100,0.000000000,0.317602575
1781337298.670901,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337298670467.000000000,0.000000000,0.000000000,0.000000000,0.000801983,0.000000000,-0.001899062,0.000000000,0.308265865
1781337298.820515,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1781337298820032.000000000,0.000000000,0.000000000,0.000000000,-0.004797739,0.000000000,-0.011961843,0.000000000,0.281978577

